id,author,updated_time,device,spent,stars,contents,net_support,heat,score
18592426,狼,2020-03-18,华为P8 Lite,2717.0,5,游戏不错,1,0.002028397565922921,10
18592286,伦纳德欺凌期,2020-03-18,Vivo Y93标准版64G,1701.0,5,请你一定看完这篇文章;我是一个云玩家，一般不会更新到最新版本，实际上我手机里元气版本是大巫师在1-5的时代，云玩家一般分三种，一种是我这样的同人区大佬，另一种是那些没什么游戏经验还瞎**的人，还有部分是因为自身条件不得不删了游戏或者对游戏怀恨在心的。而正常玩家呢？;正常玩家们大部分都是正常玩的，小部分我就不说了。 这种人很多是肝不动就气败坏了(甚至于在论坛骂人)， 小部分走上了反对游戏的道路， 但是大部分仍然由于对游戏的喜爱而重新开肝。;所以说，元气骑士是不是一个好游戏？;它好，好在:;1.游戏丰富的玩法2.持续更新的玩法;3.充满bug的玩法;4......;它不好，差在:;1.太过复杂的玩法;2.bug太多的玩法;3.过于伤感(肝)的玩法;4......;元气骑士本来是一款可玩性很高的游戏， 但由于上述缺点， 导致元气骑士的评分没到达太高分， 而且元气骑士制作组并没有及时的处理这些缺点， 导致元气骑士在tap榜上屡次降低。 作为玩家的我们，能做什么呢？;1.发现bug，发在反馈区;2.及时劝阻那些要对元气敢坏事的;3.评论区发现刻意拉低评分的疑似水军者，及时举报;4.通过正常渠道，好好玩游戏，正经玩游戏;5.不要放弃任何一款好游戏！感谢您看我这个报告，支持我，支持元气骑士的人点个赞吧;一切为了元气骑士(为什么我下了个B站服当大号),0,0.008113590263691683,10
18591232,转身、未来,2020-03-18,红米Note 4X,8340.0,4,玩了一百多小时不止可能(以前没有计时)，这游戏玩起来确实很爽，，但是呢，当你玩多了发现打来打去都是那几个关卡，通关了几百次，，就会挺腻的。元气多多少少也氪了一百吧，但是元气一直放在手机没怎么打开过，就连快递我也懒得拿了。就是上元气也没有什么动力玩，打游戏就是图个乐，不断的重复会让人感到枯燥无味的。以上是对玩的久的玩家来说的，，刚玩还是非常好玩的，，很推荐的一款游戏。。总而言之，希望元气能出多点新玩法，最好能够远程联机吧，，,7,0.014198782961460446,8
18590473,③晧,2020-03-18,荣耀 V30,,4,这个游戏玩法比较简单，如果可以和网友联机就更好了,0,0.0,8
18589972,林*辰,2020-03-17,华为Nova 4,18977.0,5,炒鸡棒,0,0.0,10
18589922,渡、余生℡,2020-03-17,红米Note 8 Pro,,5,打的有点自闭，手机带不动了。就是守卫水晶打到120波不敢打了，太卡了，我没想到一个单机游戏手机带不动，不过游戏好玩！！！！全五星游戏时间没开。,1,0.002028397565922921,10
18589885,对方正在输入中,2020-03-17,Vivo Y67L,2094.0,5,还行,0,0.0,10
18589600,手机用户17775090,2020-03-17,OPPO K5,,5,玩几年这元气，今天特别来打个5星！,0,0.0,10
18589382,島田部長,2020-03-17,华为荣耀Play,2223.0,5,玩法太多了，还能和朋友联机，氪金支持下也好,0,0.0,10
18588357,烘云托月,2020-03-17,,,5,判断依据：厂商－凉屋（三星）好玩程度－顶级（二星）就是这么简单！！！,1,0.002028397565922921,10
18588339,氼,2020-03-17,,11812.0,5,高一的时候就开始玩了，差不多也有两年半； 刚开始的时候， 是同学拿拉进来玩的 ，那时候想着就这种单机地牢游戏多的是，有什么好玩的。然后正式入坑的时候第一局我就i了 我去！！！什么神仙游戏 ！嗯，收集东西闯关什么的，还有不确定性可玩性挺大的 那时候差不多就是下午一下课就回宿舍，跟同学一起联机玩 ，有时候玩着还忘了，晚上上自修都是上课铃响了才知道。哈哈哈哈哈哈那是刚开始玩的时候，觉得那些氪金角色都好厉害啊 但是比较贫穷的我还是没氪出来，看到同学氪了，羡慕得不得了。后来慢慢的我也开始学人家氪金了 但是一发就是不可收拾 我本人的原则是不喜欢的东西 没必要的是绝对不会花钱的 但是这个游戏真的很良心 他是我第一个心甘情愿充钱的游戏我说一下，觉得他起个好的地方吧：1个人比较喜欢那种冒险类游戏2官方的话是比较在意玩家的感受的 会尽量帮解决你的问题3还有很多游戏里面的一些特性 也有不少的欢乐4当然也有不好的地方就比如有一些bug是比较恶性的但也许是因为版本原因没能及时的修改 导致有时候玩家的体验会比较差 还有无尽里建议改改    不然一般的玩家可能会太难受       但是凉屋大大真的很努力为我们玩家努力 真的狠良心了啦有空再来改改评论吧,4,0.008113590263691683,10
18587962,星梦,2020-03-17,,,5,作为一个单机游戏，这个游戏做的还是非常不错的，这个游戏是局域性联网，但是能够开放服务器联网它就更不错了，首先这是一款单机游戏，单机游戏在市场上都是有破解版的存在，希望能够打击一下这些破解版，别人随便下一个破解版，就有满级人物蓝币无限，主要是能够和正版局域性联机，这个游戏我不仅仅觉得蛮有意思，更主要是能和小伙伴们联机，这个游戏名也起的挺不错，也都挺有喜剧感，比如说尚方宝剑，拉肚子的彩虹马，马桶塞，等等。但这个游戏如果说误删的话，回复存档还是太难受，只能恢复解锁人物，官方可以的话就创立一个云存档，版本更新之后无尽材料掉率有点低，之前刷几百波就有很多材料，现在刷几百波的材料和以前就没法比，这个游戏同时也是存在有很多的bug，这个游戏玩多了的话应该都知道。这个无尽模式最好要稍微改一下，因为每次打完无尽之后退出去等第二天点一下观察按钮，那个就消失了，而且直接进入了默认大厅，这个游戏打无尽，不可能一天24小时都挂着，所以说这点最好要优化一下。元气骑士是个非常不错的游戏，但愿他能做得越来越好,1,0.002028397565922921,10
18587690,迷茫的咸鱼游侠,2020-03-17,Vivo V1934A,,5,非常好玩,0,0.0,10
18587651,王小明,2020-03-17,乐2,1799.0,4,扣一星是因为那个QQ群。我就第一次申请加群时答案输错了一个字，后面几次都没错，管理员却都不理我了，换别的群也没用。。。,1,0.002028397565922921,8
15599011,驢錒靌繼,2020-03-17,一加手机3T,29436.0,5,很棒的游戏，从远古版本一直玩到现在，唯一不喜欢的地方就是氪金，我一个零氪玩家看到一个个氪金皮肤很绝望啊，但是只要不做到那种不氪金玩不下去就行,0,0.0,10
18587123,游戏、万刃,2020-03-17,乐Pro3,,5,嗯，上次删实在约一个月前，这次更新我又准备下了...这次更新看起来比较大啊！经典游戏,0,0.0,10
14963105,逆游喵·饼,2020-03-17,金立F6L,74099.0,5,去年的春节，我第一次玩这个游戏，然后就玩到了现在。五星好评!,0,0.004056795131845842,10
18586723,(òωó),2020-03-17,红米 K20 Pro 尊享版,8190.0,5,力推,0,0.0,10
18586534,倪佬仔,2020-03-17,,14735.0,5,可不可以改个商店把不想要的东西卖掉换蓝币啊?,0,0.0,10
18586066,活在世界的微尘里,2020-03-17,小米Note 3,3355.0,5,不知不觉间这游戏已经三周年了。祝越做越好吧。希望以后可以局域网联机以及塔防模式不卡吧。,0,0.0,10
18585771,星辰大海,2020-03-17,荣耀平板2,11675.0,5,当时是闲着无聊逛论坛发现的，谁知一玩就停不下来，最近出了很多新融合武器，如果彩虹加特林加上熔岩宝石再加上散弹增多再加上无限能量简直无敌，再加上狂战士雕像还有狂战士二技能我试过，平均30秒一个Boss，获得了狂战士二周皮肤，但是铁和水晶碎片太难得了，尤其是铁，没错就是铁，虽然刚玩的时候没怎么锻造武器，但后面融合武器一出来铁就完全不够用了推荐提高铁的爆率，不然太难了还有说一下bug问题，嗯应该是特性，就是如果一个武器的攻速太高就有几率不耗能量，但需要一直按着攻击键，还有出墙bug，就是联机模式如果房主比较卡，进入下一关时其他房员只要比房主快进去，就会显示不出砖块，还有（不知道是这把武器就是这样还是是个bug）阿努比斯的权杖把所有的怪物（不包括boss）变成小怪后，就会显示过关。不过总体来说这款游戏是一个可玩度非常高的游戏，最后祝凉屋越做越好。求豆麻袋，还有，开场的时候不是会有一只小猫跑过去吗（虽然有时候会是一只鸽子），我的小猫非常小，就是大概只有一两厘米这样子，不知道官方能不能解释一下怎么会事。,1,0.002028397565922921,10
18585395,风誓的诺言,2020-03-17,iPhone 6s,,5,那个塔防模式能不能增加到多人模式啊，就是那个黑洞要500宝石才能进的那个模式，想和朋友一起塔防，,0,0.0,10
18585066,黑白郎君,2020-03-17,华为HLK-AL10,,5,很良心,0,0.0,10
18507022,whyjxz14,2020-03-17,一加手机5,129.0,4,试玩TapTap奖2017提名游戏12th:出乎我的意料。这款有1400w下载的游戏竟然是一款内容不是很丰富的作品。一开始你绝对会以为这估计是什么无限关卡的之类的。手感不错。体验稳定。每方面都没有太大的亮点但是组成整体的每一个细节都是水平线以上的。制作人员是有很认真的优化体验。想起我之前玩过的模仿秀恶果之地，相比起它来，元气骑士难度偏低但是能让更多人获得乐趣而不是摔机子。很适合2017的市场。这其实才是应该值得学习的。不以用户导向哪来1400w下载呢。6/10,4,0.056795131845841784,8
18584502,守护最好的乔碧萝殿下,2020-03-17,华为荣耀Play,4300.0,3,有激光鱼bug，希望官方能修复（没有镜面花，我玩不了，你们也休想卡，狗头）,1,0.002028397565922921,6
18584342,南离,2020-03-17,红米Note 3,234.0,4,中片上额，略高,0,0.0,8
18583560,劣石,2020-03-17,华为P30,,5,最棒！！！,0,0.0,10
18582157,座狼A,2020-03-17,,1513.0,5,给五星是因为最高只有五星。忘了是什么时候开始玩元气的了，只记得当时没有狂战士，当时没有云存档就没有充钱，一直玩，但当时玩法有些单一，再加上删删下下很难受就退游了。大概是在云存档出来的时候，我又看到了这个游戏，就又下载了，又有了很多玩法，人物，更重要的是出了云存档，就一直玩下来，然后看着元气越来越好，我也很高兴。凉屋也是我认为最良心的游戏厂家了（没有之一）祝元气越来越好！祝凉屋越来越好！,2,0.004056795131845842,10
18581569,你什么都没看见,2020-03-17,小米8,3772.0,5,下次大版本更新什么时候啊，在线等真的急。言归正传，建议加一个雕像升级系统，连续遇到相同雕像可以升级，（一局4个精灵雕像的我枯了）刺客雕像:增加飞镖（不知道是啥）数量或提高伤害圣骑士雕像:增加护盾持续时间巫师雕像:增加散弹数量或提高伤害精灵雕像:增加冲击波伤害，或者可以把敌人击退更远的距离工程师雕像:增加炸药包数量骑士雕像（兔子雕像？）:增加召唤物攻击力和血量盗贼雕像:这个辣鸡不想说它什么了牧师雕像:增加回蓝应该是没有别的了，个人观点不喜勿喷,1,0.010141987829614604,10
18581110,同九年，汝何秀,2020-03-17,Vivo Y93标准版64G,1472.0,5,玩了挺长时间了，bug也是有的，不过大多都是联机时出现的，我个人建议改进一下某些细节比如开始游戏的传送门范围能不能小点啊（或者改为主动开始也行），每次拿出门装备都得小心翼翼的还有抽奖机能不能一次多抽几个，旋转跳跃很蛋疼的最后，血书游侠雕像！！！,3,0.006085192697768763,10
18580822,有理想的dragon,2020-03-17,联想ZUK Z2 Pro,9620.0,5,玩了两个学期，给我的感受就是特别值得玩，特别是多人一起玩就很有感觉，时不时出现一些bug也会给游戏带来不一般的乐趣。现在高三了，疫情期间也要努力学习，待到高考胜利，疫情结束，花开之时，我一定要再次元气满满！,1,0.002028397565922921,10
18580553,仿若晴空,2020-03-17,乐2,2518.0,5,好玩好玩 ，五星必须滴。新手推荐买一个游侠。有钱买个圣骑士。告诉新手一个秘密：集齐二十零件和电池之后，用角色体验卡玩工程师，到破损的机器人那里，就可以免费活获得机器人！武器并不完全是品质越高越好用比如：重拳出击，星陨杖，躁动的树干白色武器推荐：地下水绿色武器推荐：毒气机枪蓝色武器推荐：散弹枪3代紫色武器推荐：闪电法杖橙色武器推荐：漫游左轮红色武器推荐：晶蟹太刀另外：游侠这角色一定要买！要伤害有伤害要位移有位移要爆发有爆发要无敌有无敌游侠雕像：刺客雕像：技能有伤害，推荐加天赋散弹增多，反弹一起使用圣骑士雕像：保命能力大幅度增加精灵雕像：增加翻滚容错率盗贼雕像：增加跑图速度（滑稽）,1,0.002028397565922921,10
1682024,逍遥笋儿,2020-03-17,华为畅享9S,2.0,5,玩了也有几年了，中间断过坑。总体来说是个很棒的游戏，微氪超赞。希望可以出更多角色orz,1,0.002028397565922921,10
18579131,黑炭,2020-03-17,华为荣耀View20,,5,我就问问你们现在初始地蓝图你们都集齐了吗？我现在只有一个雕像,0,0.0,10
18579033,T.Y,2020-03-17,华为Nova 4,5999.0,5,我觉着精灵也有必要加强一下,0,0.0,10
18577702,『执念~』,2020-03-17,华为荣耀V9 Play,,5,游戏体验很棒，操作也可以，五星好评没得说，虽然是单机游戏，但还是希望可以远程联机。,1,0.002028397565922921,10
18577591,冇才,2020-03-17,一加手机A6000,2100.0,5,玩了那么多，最后最喜欢还是你游戏时长有500个小时了，像素风老大,0,0.0,10
18577545,柒忧酒,2020-03-17,Vivo V1730EA,5011.0,5,凉屋出品必属精品元气骑士作为凉屋最能打的游戏多年来一直鼓励玩家白嫖皮肤好玩就不多说了风格也不多说了最后就一个字好玩,0,0.0,10
18577450,开饭了嘛,2020-03-17,小米8,274.0,4,我想给1分，因为不能远程联机！！！,0,0.0,8
18576915,乾隆弟弟,2020-03-17,魅族Pro 6,197.0,5,太好玩了，支持凉屋,1,0.002028397565922921,10
13944203,WanDouPea,2020-03-17,华为荣耀9i,14022.0,4,最近几个版本都有的问题：游戏放到后台一段时间后会重启，有时候刷过关进度就没了,0,0.0,8
18576050,意义不明,2020-03-17,,5651.0,4,破剑柄和破剑刃不能合成了？还是说在初始房不能合成？,-1,0.002028397565922921,8
18576023,starry牧师,2020-03-17,小米PAD 4,,5,很好玩,0,0.0,10
18575804,,2020-03-17,vivo X23i,7407.0,5,首先这个游戏很良心，不氪金，就是有点肝，五星好评，随机关卡很有新鲜感，从高中玩到大学，通过这个游戏认识了很多人，有一起通关，一起打试炼之地，一起吊炸天，都是回忆。但是希望能出一个兑换商店，打了这么多场，一些东西很多没法用了，比如***草，永久性的植物，多余了10来个，这些没用了，但是妙妙花(长的是一点都不像一朵花)却没有几个，镜面花也没有几个，比如你们就可以出一个商店，用红色的植物去兑换红色的植物，以此类推，不然太多没用，扔在仓库里挺心疼的，救救我们这些爆率低的可怜孩子吧,0,0.0,10
18575474,智障人生T_T,2020-03-17,OPPO R17,,2,这游戏当初下载完充了我好多钱最后是我买的皮肤人物包全没了,-1,0.002028397565922921,4
18574785,醉熊,2020-03-17,三星Galaxy S7 Edge,,4,可以一玩,0,0.0,8
18574436,紫宫初雪,2020-03-17,华为 Mate 30 Pro 5G,15754.0,5,特性真多啊，手刀金框都没了。,0,0.0,10
18573958,氷、宁*,2020-03-17,小米8,,5,老玩家了，一直忘了评分，10分送上，凉屋NB～,0,0.0,10
18573870,婷哥,2020-03-17,,,5,良心游戏啊,0,0.0,10
18573688,谜,2020-03-17,黑鲨游戏手机,,5,好玩,0,0.0,10
18573254,Twenty five Sun,2020-03-17,Vivo X9Plus,,1,请问和比特小队，我的勇者有什么区别,-14,0.028397565922920892,2
18572775,颜艺人.,2020-03-16,vivo iQOO Neo,2450.0,5,超级喜欢元气骑士啊！这是一款像素风游戏，但是你不要看它是像素风游戏，里面武器种类繁多，很多角色，还有各种皮肤~简单介绍一下吧，游戏是像素风格，还获得了2017年的最佳独立游戏奖欧~玩法上面内设三层关卡，游戏里面击败怪物可以获得金币，这些可以在商店购买自己需要的东西，不管是各种武器，是血瓶蓝瓶，这些在地下商人哪里是应有尽有。还有，这款游戏可是手残党的福音，自动瞄准怪物射击，期间你自己只需要操作遥控杆来躲避弹幕攻击了，有没有感觉特别棒！最近的更新中，增加了很多种游戏模式，大家可以自行体验呀！还有新增了一个角色魔女这个角色特别强。很厉害。但是我自己还是喜欢游侠，技能可以闪避弹幕子弹，之后还可以增加暴击率，特别适合配合狙击枪使用，打boss特别简单。以上就是我对游戏的分享，大家喜欢的可以自行体验最后五星推荐一波~,12,0.02434077079107505,10
18572677,解咒人,2020-03-16,华为荣耀9青春版,,5,好玩,0,0.0,10
18367006,村里的卡夫卡,2020-03-16,,13908.0,5,玩多了，感觉越来越没意思了。最初是和寝室的室友一起玩，那会是真的快乐。后来毕业了，开始和群里的老哥们一起玩。也挺快乐 就是太麻烦了。而且一起玩的人也不固定。慢慢的也不想聊半天去找一局开了。唉，游戏真是好游戏，可惜快乐越来越少了。不知道各位老哥有没有同样感觉啊。,0,0.0,10
18572142,破沧丶,2020-03-16,华为MediaPad M5 10.8,1930.0,4,有钱了买个服务器吧，本地联机局限性太大，尤其是现在疫情这么严重，压根没法玩。然后，优化再做好一点，塔防太卡了，咱玩儿枪塔流的玩到后面卡的一点游戏体验都没有，这模式不能说只给独狼流玩的吧。有的特性麻烦出一下概率表或者激发方式表，鱼缸的鱼我有一天刷上百次一个都刷不出来，最关键是，我不知道这个概率，我不知道它有没有保底出鱼次数，我不知道我这个刷法对不对（靠近鱼缸，显示文字再离开，直到有?!出现），特别毁心情。有啥不知名的福利呢，可以学隔壁不思议迷宫，做个合集，有的福利你不说就永远摸不出来，挺难受的。看着凉屋游戏在研项目也挺多的，不知道元气项目组有没有人被挖到其他游戏。多做点新地图新武器，最好的频率是2个月一次大更新，因为你们虽然是单机游戏，但是热度还是挺高的，更新频率还是高一点好，留住玩家很重要。最后，游戏时长不准。,3,0.014198782961460446,8
18571986,遇白白,2020-03-16,vivo X23,5083.0,5,真他妈好玩,0,0.0,10
18571815,终末之幻,2020-03-16,华为Mate 10,1941.0,5,好评,0,0.0,10
17802735,流叶,2020-03-16,华为P10,76.0,5,入坑两年半，现在这个号玩了一年多，期间断断续续地玩。以下是我个人看法。如果不对大佬轻点喷（狗头）。游戏时长是3，16才开的，之前都关着3，16。我对之前喷游侠二技能的行为道歉，这东西竟然是用来速刷的！？熊孩子这些江湖骗子终于走了..........春节期间才把狼人升满，对狼人的一技能产生了一---------------------------丢~~~~~~~~~~~~~~~~~~丢疑惑。1也许是我错觉，变身后竟然只能攻击水平方向？？滑开后就打不到了？2变身后是不是脚下踩了香蕉皮。滑来滑去搞得我很难受。变身前，初始武器一丢丢位移可以贴近怪，即使贴脸攻击，位移后怪也在攻击距离内。变身后你居然！！！！！抓到一次滑出好远，贴近怪又要时间。这个加强有什么用知不知道太长也是残疾（我是白色的）。你说残血时变身伤害高还回血，是不是先得让我打中先。一套变身下来BOSS像看猴戏一样1，28。优点略。游侠二技能要差评，理由如下（可以吐槽我菜）：dzt的精英怪远不是四下技能能杀死的，但是我对着怪反向点技能总是撞到了怪的脸上。技能像武器一样是按游侠自己的视野，看到谁就打谁，窃以为不妥。有时我甚至不知道游侠的技能撞到了哪里。明明我已经给了方向，却不按我的来。最后被一群怪怪围殴致死还逃不走。是你的话你气不气？强烈建议技能跟着方向键走！！！另，电子空间里还有改进之处。只用一个小拳头锤箱子未免太慢了，还有一小段位移造成不方便，锤完还得重新选色块！如果是调色的就更麻烦。希望有镰刀锤子一类的近战武器加入，锤完可以有切换键换回原来用的色块。,3,0.006085192697768763,10
18571407,略略略,2020-03-16,小米5S Plus,2473.0,5,游戏从刚出就开始玩，中间换了个手机，这游戏好是好，但就是无尽对手机要求太高，我手机玩到二百多波就开始掉帧，希望优化一下吧,1,0.002028397565922921,10
18571051,我爱学习爱得流泪,2020-03-16,华为畅享8,2439.0,5,啊啊啊，时隔一年，我终于通关啦！！！！（没错我就是那菜逼）普通关卡我通了一年。。。。。。哈哈哈哈哈哈哈哈哈哈哈哈哈遗憾的就是防沉迷模式，我不能和小伙伴玩超过一个半小时,0,0.0,10
18569018,刀刃钝,2020-03-16,,8883.0,5,好玩,0,0.0,10
18568171,阿柒,2020-03-16,华为荣耀8青春版,,5,真心不错,0,0.0,10
13211938,UFO,2020-03-16,华为畅享5S,19239.0,5,肝他丫的！！！！！！,0,0.0,10
18567621,元气阿giao,2020-03-16,华为畅享9,,5,非常良心的一款像素游戏,0,0.0,10
18564996,苦涩,2020-03-16,索尼Xperia XZ3,341.0,2,联机模式一堆bug还是没有修，经常会联机搜不到房间，就只能退了重开，有时候收了菜和摇到了好因子也只能干着急，工匠只要有人碰过但没买就用不了了，打boss时经常一个人有小怪另一个没有，卡得严重一点甚至会卡出不一样的关卡来，我这里列举的都是已经过了好几个版本依然存在的bug，还有很多我就不一一列举了，这些bug不修真的影响联机游玩体验，望贵游改进。,-10,0.02028397565922921,4
18566745,公交车撕鸡,2020-03-16,Vivo V3M A,,5,凉屋出品，必是精品。,0,0.0,10
18566439,-   挽歌,2020-03-16,Vivo Y79,32.0,3,不太喜欢。,-1,0.002028397565922921,6
18566364,D,2020-03-16,,,5,非常好,0,0.0,10
18565956,纾晨,2020-03-16,三星Galaxy S20+ 5G,,5,别问 问就是情怀满星,0,0.0,10
18565780,"忆"".",2020-03-16,红米5 Plus,76.0,5,真的很棒，休闲时刻必备,0,0.0,10
17694422,卷耳,2020-03-16,华为P30 Pro,7484.0,5,因为之前卸载过一次，所以问客服企图还原数据但是发现不可能无奈又氪了一遍提点建议:1.希望能出一些兑换系统！即使我是前两个月才重新下载玩的，但是我现在铁矿石木材已经几百几百的用不了因为没有把及时把皮肤碎片兑换成皮肤，所以后期兑换的时候发现多了好多没用的碎片不知道怎么处理黑曜碎片七八十红色碎片一二块2.继续出高特效皮肤！今年新皮肤all in的我太满意狰的仙女飘带！应龙的雷电翻滚还有猼訑的阵法了！！但是梼杌吧就不好看特效跟原型差距不大,0,0.0,10
18565052,八万,2020-03-16,Vivo X9Plus L,93.0,5,真的不错，挺有意思的,0,0.0,10
18565036,Akers,2020-03-16,华为荣耀View20,2.0,5,简直就是一开始没把他当一回事然后发现还挺有意思的后面一天不玩浑身难受最后不停地找挑战（对自己不利的那种），在被虐和提升中不断徘徊我不是抖M啊喂！( ○ Д ○),2,0.008113590263691683,10
18564610,轶铭,2020-03-16,华为AQM-AL00,,5,没那么多废话，真的好玩！和朋友联机真的很快乐！（B站版本，不要在意时长，如果算的话500起步）,0,0.0,10
18564270,一命通关,2020-03-16,Vivo X9s,645.0,5,让我删了又下删了又下的游戏,0,0.0,10
18564021,枯燥乏味,2020-03-16,华为SEA-AL10,1658.0,3,换了个手机之前玩的全没了，想哭,0,0.0,6
18563895,金錢主宰人生,2020-03-16,,10236.0,5,游戏很不错，断断续续玩了三年了。打开一星评论 我傻了。这种拿来消磨零碎时间的单机游戏都有舔狗呢？凉卫兵真就不容一点差评？现在社会骂杀的少，捧杀的多啊,6,0.012170385395537525,10
18563639,在下,2020-03-16,三星Galaxy S8,14321.0,5,一生挚爱,0,0.0,10
18563507,拖鞋吖,2020-03-16,华为GLK-AL00,,5,我就想知道一下能不能自动更新,0,0.0,10
18563373,不科学の神樣,2020-03-16,一加手机 7,6000.0,4,每日30抽，顺便做个挑战，这样坚持差不多几个月了吧，蓝图还是只出了一个饮料贩卖机，前几天卡bug搞了无限抽奖反反复复抽了几个小时，还是没有新蓝图，三连炸弹倒是出了一堆(最高甚至8连)，这个游戏难道是没有蓝图的么。。唉。。总之心态是崩了，游戏是个好游戏，等出货了就改五星吧。,9,0.02636916835699797,8
18563244,Obsessiveness,2020-03-16,Vivo S1,,3,游戏不错，内容有点事,0,0.0,6
18562726,清狂♂,2020-03-16,华为麦芒8,,5,游戏陪伴我多年，从高中开始，每每周末，好朋友都聚在一起玩耍，现在各奔前程，很怀念。,1,0.002028397565922921,10
18562386,黯然銷魂掌╰╯,2020-03-16,华为荣耀畅玩5A,66.0,5,玩着挺不错的，武器很多，人物技能不错，画质很好，建议可以出一些新模式。,1,0.002028397565922921,10
18561202,六两三,2020-03-16,红米K20 Pro,,5,就是好玩，陪了我三年了,0,0.0,10
18561075,抠门是你的爱好,2020-03-16,Vivo V1945A,8577.0,5,钉钉的五星分期，,0,0.0,10
18560800,犬田丶,2020-03-16,红米Note4,16.0,5,最近的云存档还可以用吗？为什么我这显示无法连接至服务器？可我的网络没有问题啊。。,0,0.0,10
18560768,素语,2020-03-16,华为荣耀20i,,1,游戏太简单了建议把吊炸天模式里面的小兵全改成 boss,-21,0.04665314401622718,2
18560587,艺星＆梦晨,2020-03-16,OPPO A3中国版,42.0,4,可以设置一个超远联机吗，想和朋友一起玩！！,1,0.002028397565922921,8
18560203,坎坷算不了什么,2020-03-16,Vivo Y85A,34.0,5,※,0,0.0,10
18559954,ME杜杜杜,2020-03-16,,18373.0,5,嗯，好玩就对了,0,0.0,10
18559907,我执,2020-03-16,,,5,用心做。玩家都会看得见你的努力。这个五星实至名归。就是啥时候凉屋能有联机服务器啊。,0,0.0,10
18559794,李若凡,2020-03-16,Vivo iQOO,1636.0,5,好玩啊,0,0.0,10
18559424,温酒叙余生,2020-03-16,,2792.0,5,蛮好玩的,0,0.0,10
18559388,手机用户18734686,2020-03-16,OPPO Find X,,4,收集了三个羽毛，在花园没看到瓦尔基里。。。。,0,0.0,8
18559360,空留一地可笑的幼稚,2020-03-16,华为Nova 3e,,4,挺喜欢的游戏，只不过联网为什么要一个网线才能连，所以少给了一颗星,0,0.0,8
18558931,、,2020-03-16,小米MIX 2,,5,很好玩,0,0.0,10
